# dataset=strongs/surfaces; lang=por; source=clear-alignments (github.com/Clear-Bible/Alignments); base_text=JFA11; license=see resources/strongs/README.md; date=2026-06-20
strong	lemma	surface	count	share	methods	review
G2510	καθάπτω	accommetteu	1	1.000	transfer	machine
G3588	ὁ	accommettidos	1	1.000	transfer	machine
G4879	συναπάγω	accommodae-vos	1	1.000	transfer	machine
G2228	ἤ	accrescenta	1	1.000	transfer	machine
G4369	προστίθημι	accrescenta-nos	1	1.000	transfer	machine
G4369	προστίθημι	accrescentadas	2	1.000	transfer	machine
G2023	ἐπιχορηγέω	accrescentae	1	1.000	transfer	machine
G4369	προστίθημι	accrescentar	2	0.667	transfer	machine
G2007	ἐπιτίθημι	accrescentar	1	0.333	transfer	machine
G4369	προστίθημι	accrescentava	1	1.000	transfer	machine
G4369	προστίθημι	accrescentou	1	1.000	transfer	machine
G2853	κολλάω	accumularam	1	1.000	transfer	machine
G2723	κατηγορέω	accusa	1	1.000	transfer	machine
G1458	ἐνκαλέω	accusado	2	0.400	transfer	machine
G1722	ἐν	accusado	1	0.200	transfer	machine
G1225	διαβάλλω	accusado	1	0.200	transfer	machine
G2723	κατηγορέω	accusado	1	0.200	transfer	machine
G2725	κατήγορος	accusadores	5	1.000	transfer	machine
G3588	ὁ	accusados	1	0.500	transfer	machine
G1722	ἐν	accusados	1	0.500	transfer	machine
G2723	κατηγορέω	accusal-o	1	0.500	transfer	machine
G1515	εἰρήνη	accusal-o	1	0.500	transfer	machine
G2723	κατηγορέω	accusam	2	1.000	transfer	machine
G2723	κατηγορέω	accusamos	1	1.000	transfer	machine
G2723	κατηγορέω	accusando-o	1	1.000	transfer	machine
G2723	κατηγορέω	accusar	1	1.000	transfer	machine
G2723	κατηγορέω	accusarem	1	1.000	transfer	machine
G2723	κατηγορέω	accusassem	1	1.000	transfer	machine
G2723	κατηγορέω	accusava	1	1.000	transfer	machine
G1458	ἐνκαλέω	accusavam	2	0.667	transfer	machine
G0846	αὐτός	accusavam	1	0.333	transfer	machine
G1462	ἔγκλημα	accusação	1	0.500	transfer	machine
G2724	κατηγορία	accusação	1	0.500	transfer	machine
G0157	αἰτίωμα	accusações	1	1.000	transfer	machine
G1722	ἐν	accusem-n’o	1	1.000	transfer	machine
G0184	Ἁκελδαμάχ	aceldama	1	1.000	transfer	machine
G2678	κατασείω	acenando-lhes	1	1.000	transfer	machine
G0846	αὐτός	acenos	1	0.500	transfer	machine
G1770	ἐννεύω	acenos	1	0.500	transfer	machine
G4334	προσέρχομαι	acercando-se	1	1.000	transfer	machine
G4334	προσέρχομαι	acercaram-se	1	1.000	transfer	machine
G2147	εὑρίσκω	acha	1	1.000	transfer	machine
G2147	εὑρίσκω	acha-a	2	1.000	transfer	machine
G2147	εὑρίσκω	achada	1	1.000	transfer	machine
G2147	εὑρίσκω	achado	11	0.917	transfer	machine
G2046	λέγω	achado	1	0.083	transfer	machine
G2147	εὑρίσκω	achados	4	0.667	transfer	machine
G5316	φαίνω	achados	1	0.167	transfer	machine
G4704	σπουδάζω	achados	1	0.167	transfer	machine
G0882	Ἀχαΐα	achaia	10	1.000	transfer	machine
G0883	Ἀχαϊκός	achaico	1	1.000	transfer	machine
G2147	εὑρίσκω	achal-a	1	1.000	transfer	machine
G2147	εὑρίσκω	achal-a-ha	2	1.000	transfer	machine
G2147	εὑρίσκω	achando	5	0.833	transfer	machine
G2638	καταλαμβάνω	achando	1	0.167	transfer	machine
G2147	εὑρίσκω	achando-a	1	1.000	transfer	machine
G2147	εὑρίσκω	achando-o	1	1.000	transfer	machine
G2147	εὑρίσκω	achar	6	1.000	transfer	machine
G2192	ἔχω	achara	1	1.000	transfer	machine
G2147	εὑρίσκω	acharam	17	0.944	transfer	machine
G0429	ἀνευρίσκω	acharam	1	0.056	transfer	machine
G3498	νεκρός	acharam-n’a	1	1.000	transfer	machine
G2147	εὑρίσκω	achareis	6	1.000	transfer	machine
G2147	εὑρίσκω	acharem	1	0.500	transfer	machine
G2532	καί	acharem	1	0.500	transfer	machine
G2147	εὑρίσκω	acharia	1	1.000	transfer	machine
G2147	εὑρίσκω	achará	1	1.000	transfer	machine
G2147	εὑρίσκω	acharás	1	1.000	transfer	machine
G2147	εὑρίσκω	acharão	1	1.000	transfer	machine
G2147	εὑρίσκω	achaste	1	1.000	transfer	machine
G1722	ἐν	achava	1	1.000	transfer	machine
G2147	εὑρίσκω	achavam	3	1.000	transfer	machine
G0881	Ἀχάζ	achaz	2	1.000	transfer	machine
G2147	εὑρίσκω	ache	2	1.000	transfer	machine
G2147	εὑρίσκω	achei	4	1.000	transfer	machine
G2147	εὑρίσκω	achem	1	1.000	transfer	machine
G0885	Ἀχείμ	achim	2	1.000	transfer	machine
G2147	εὑρίσκω	acho	5	0.714	transfer	machine
G1473	ἐγώ	acho	1	0.143	transfer	machine
G3588	ὁ	acho	1	0.143	transfer	machine
G2147	εὑρίσκω	achou	18	1.000	transfer	machine
G2147	εὑρίσκω	achou-os	4	0.800	transfer	machine
G2064	ἔρχομαι	achou-os	1	0.200	transfer	machine
G2147	εὑρίσκω	achou-se	2	1.000	transfer	machine
G2147	εὑρίσκω	achámos	2	1.000	transfer	machine
G3588	ὁ	acima	1	0.500	transfer	machine
G0511	ἀνώτερον	acima	1	0.500	transfer	machine
G1209	δέχομαι	acolhendo	1	1.000	transfer	machine
G2703	καταφεύγω	acolheram-se	1	1.000	transfer	machine
G1848	ἐξουθενέω	acompanhae-o	1	1.000	transfer	machine
G4311	προπέμπω	acompanharam-n’o	1	1.000	transfer	machine
G4311	προπέμπω	acompanheis	1	1.000	transfer	machine
G0846	αὐτός	acompanhou-o	1	0.500	transfer	machine
G4902	συνέπομαι	acompanhou-o	1	0.500	transfer	machine
G4823	συμβουλεύω	aconselho-te	1	1.000	transfer	machine
G1096	γίνομαι	acontecer	1	0.333	transfer	machine
G4876	συναντάω	acontecer	1	0.333	transfer	machine
G5023	οὗτος	acontecer	1	0.333	transfer	machine
G4819	συμβαίνω	acontecera	1	1.000	transfer	machine
G1096	γίνομαι	aconteceram	2	0.667	transfer	machine
G1722	ἐν	aconteceram	1	0.333	transfer	machine
G2071	εἰμί	acontecerá	2	1.000	transfer	machine
G1096	γίνομαι	aconteceu	56	0.918	transfer	machine
G2532	καί	aconteceu	4	0.066	transfer	machine
G3625	οἰκουμένη	aconteceu	1	0.016	transfer	machine
G1096	γίνομαι	aconteceu-me	1	1.000	transfer	machine
G1096	γίνομαι	acontecido	4	1.000	transfer	machine
G1096	γίνομαι	aconteça	4	0.500	transfer	machine
G2071	εἰμί	aconteça	1	0.125	transfer	machine
G3379	μήποτε	aconteça	1	0.125	transfer	machine
G4250	πρίν	aconteça	1	0.125	transfer	machine
G2532	καί	aconteça	1	0.125	transfer	machine
G5023	οὗτος	aconteçam	1	0.500	transfer	machine
G1096	γίνομαι	aconteçam	1	0.500	transfer	machine
G1853	ἔξυπνος	acordando	1	1.000	transfer	machine
G4047	περιποίησις	acquisição	1	1.000	transfer	machine
G3982	πείθω	acreditarão	1	1.000	transfer	machine
G4100	πιστεύω	acrediteis	4	0.800	transfer	machine
G2443	ἵνα	acrediteis	1	0.200	transfer	machine
G4100	πιστεύω	acreditemos	1	1.000	transfer	machine
G3431	μοιχεύω	acto	1	1.000	transfer	machine
G3480	Ναζωραῖος	actos	1	1.000	transfer	machine
G0997	βοηθέω	acudi	1	1.000	transfer	machine
G1063	γάρ	acção	1	0.333	transfer	machine
G5101	τίς	acção	1	0.333	transfer	machine
G2169	εὐχαριστία	acção	1	0.333	transfer	machine
G2169	εὐχαριστία	acções	2	0.500	transfer	machine
G4335	προσευχή	acções	1	0.250	transfer	machine
G2129	εὐλογία	acções	1	0.250	transfer	machine
G0078	Ἀδδεί	addi	1	1.000	transfer	machine
G2090	ἑτοιμάζω	adereçada	1	1.000	transfer	machine
G5610	ὥρα	adiantado	1	1.000	transfer	machine
G4254	προάγω	adiantam	1	1.000	transfer	machine
G1715	ἔμπροσθεν	adiante	4	0.267	transfer	machine
G4253	πρό	adiante	3	0.200	transfer	machine
G5209	σύ	adiante	2	0.133	transfer	machine
G4254	προάγω	adiante	1	0.067	transfer	machine
G4314	πρός	adiante	1	0.067	transfer	machine
G2532	καί	adiante	1	0.067	transfer	machine
G5203	ὑδρωπικός	adiante	1	0.067	transfer	machine
G4313	προπορεύομαι	adiante	1	0.067	transfer	machine
G1339	διΐστημι	adiante	1	0.067	transfer	machine
G1831	ἐξέρχομαι	adiantou-se	1	1.000	transfer	machine
G3588	ὁ	adjacente	1	1.000	transfer	machine
G2038	ἐργάζομαι	administram	1	1.000	transfer	machine
G2418	ἱερουργέω	administrando	1	1.000	transfer	machine
G1248	διακονία	administração	4	1.000	transfer	machine
G1247	διακονέω	administre	1	1.000	transfer	machine
G2532	καί	admirando	1	1.000	transfer	machine
G5249	ὑπέρπερισσῶς	admirando-se	1	1.000	transfer	machine
G1839	ἐξίστημι	admiravam	1	0.500	transfer	machine
G1605	ἐκπλήσσω	admiravam	1	0.500	transfer	machine
G2298	θαυμαστός	admiravel	1	1.000	transfer	machine
G2295	θαῦμα	admiração	1	1.000	transfer	machine
G3588	ὁ	admirou	1	1.000	transfer	machine
G3501	νέος	admittas	1	1.000	transfer	machine
G3870	παρακαλέω	admoesta-os	1	0.500	transfer	machine
G5279	ὑπομιμνῄσκω	admoesta-os	1	0.500	transfer	machine
G3560	νουθετέω	admoestae-o	1	1.000	transfer	machine
G3560	νουθετέω	admoestam	1	1.000	transfer	machine
G3870	παρακαλέω	admoestamos	1	1.000	transfer	machine
G3560	νουθετέω	admoestando	1	1.000	transfer	machine
G3870	παρακαλέω	admoestando-nos	1	1.000	transfer	machine
G2008	ἐπιτιμάω	admoestando-os	1	1.000	transfer	machine
G3560	νουθετέω	admoestando-vos	1	1.000	transfer	machine
G3560	νουθετέω	admoestar	1	0.500	transfer	machine
G3870	παρακαλέω	admoestar	1	0.500	transfer	machine
G3560	νουθετέω	admoestardes	1	1.000	transfer	machine
G3867	παραινέω	admoestava	1	1.000	transfer	machine
G1722	ἐν	admoestação	1	0.500	transfer	machine
G3559	νουθεσία	admoestação	1	0.500	transfer	machine
G5280	ὑπόμνησις	admoestações	1	1.000	transfer	machine
G3560	νουθετέω	admoesteis	1	1.000	transfer	machine
G3867	παραινέω	admoesto	1	1.000	transfer	machine
G3870	παρακαλέω	admoesto-te	1	1.000	transfer	machine
G3560	νουθετέω	admoesto-vos	1	0.500	transfer	machine
G3767	οὖν	admoesto-vos	1	0.500	transfer	machine
G0846	αὐτός	admoestou-os	1	1.000	transfer	machine
G3853	παραγγέλλω	admoestámos	1	1.000	transfer	machine
G0770	ἀσθενέω	adoeci	1	1.000	transfer	machine
G5206	υἱοθεσία	adopção	2	1.000	transfer	machine
G5127	οὗτος	adora	1	1.000	transfer	machine
G4353	προσκυνητής	adoradores	1	1.000	transfer	machine
G4352	προσκυνέω	adorae	1	1.000	transfer	machine
G4352	προσκυνέω	adoraes	1	1.000	transfer	machine
G2064	ἔρχομαι	adoral-o	1	1.000	transfer	machine
G4352	προσκυνέω	adoram	3	1.000	transfer	machine
G4352	προσκυνέω	adoramos	1	1.000	transfer	machine
G4352	προσκυνέω	adorando-o	1	1.000	transfer	machine
G4352	προσκυνέω	adorar	4	1.000	transfer	machine
G4352	προσκυνέω	adoraram	8	0.889	transfer	machine
G3588	ὁ	adoraram	1	0.111	transfer	machine
G4352	προσκυνέω	adoraram-o	1	1.000	transfer	machine
G4352	προσκυνέω	adorareis	1	1.000	transfer	machine
G4352	προσκυνέω	adorares	1	1.000	transfer	machine
G4352	προσκυνέω	adorará	1	1.000	transfer	machine
G2962	κύριος	adorarás	1	1.000	transfer	machine
G4352	προσκυνέω	adorarão	1	1.000	transfer	machine
G4352	προσκυνέω	adorassem	1	1.000	transfer	machine
G4352	προσκυνέω	adorava	1	1.000	transfer	machine
G4352	προσκυνέω	adoravam	2	1.000	transfer	machine
G2064	ἔρχομαι	adore	1	1.000	transfer	machine
G4352	προσκυνέω	adorem	2	1.000	transfer	machine
G2518	καθεύδω	adormeceram	1	1.000	transfer	machine
G0879	ἀφυπνόω	adormeceu	1	0.500	transfer	machine
G2837	κοιμάω	adormeceu	1	0.500	transfer	machine
G2518	καθεύδω	adormecidos	2	0.667	transfer	machine
G3778	οὗτος	adormecidos	1	0.333	transfer	machine
G2885	κοσμέω	adornada	2	1.000	transfer	machine
G2885	κοσμέω	adornados	1	1.000	transfer	machine
G2885	κοσμέω	adornaes	1	1.000	transfer	machine
G2885	κοσμέω	adornem	1	1.000	transfer	machine
G4352	προσκυνέω	adorou	4	1.000	transfer	machine
G0846	αὐτός	adorou-o	1	1.000	transfer	machine
G4047	περιποίησις	adquirido	1	1.000	transfer	machine
G4046	περιποιέω	adquirirão	1	1.000	transfer	machine
G2932	κτάομαι	adquiriu	1	1.000	transfer	machine
G0098	Ἀδραμυντηνός	adramytino	1	1.000	transfer	machine
G0099	Ἀδρίας	adriatico	1	1.000	transfer	machine
G0741	ἀρτύω	adubareis	1	1.000	transfer	machine
G3428	μοιχαλίς	adultera	5	1.000	transfer	machine
G3431	μοιχεύω	adulteram	1	1.000	transfer	machine
G3431	μοιχεύω	adulterar	1	1.000	transfer	machine
G3431	μοιχεύω	adulterarás	3	1.000	transfer	machine
G3431	μοιχεύω	adulteras	1	0.500	transfer	machine
G3428	μοιχαλίς	adulteras	1	0.500	transfer	machine
G3429	μοιχάω	adulterio	1	0.200	transfer	machine
G3430	μοιχεία	adulterio	1	0.200	transfer	machine
G3431	μοιχεύω	adulterio	1	0.200	transfer	machine
G3756	οὐ	adulterio	1	0.200	transfer	machine
G3428	μοιχαλίς	adulterio	1	0.200	transfer	machine
G3430	μοιχεία	adulterios	1	1.000	transfer	machine
G3432	μοιχός	adulteros	1	1.000	transfer	machine
G5046	τέλειος	adultos	1	1.000	transfer	machine
G3431	μοιχεύω	adultéra	2	1.000	transfer	machine
G0476	ἀντίδικος	adversario	3	0.600	transfer	machine
G3588	ὁ	adversario	1	0.200	transfer	machine
G1537	ἐκ	adversario	1	0.200	transfer	machine
G2617	καταισχύνω	adversarios	1	0.500	transfer	machine
G5227	ὑπεναντίος	adversarios	1	0.500	transfer	machine
G3708	ὁράω	adverti	1	1.000	transfer	machine
G3853	παραγγέλλω	advertires	1	1.000	transfer	machine
G3875	παράκλητος	advogado	1	1.000	transfer	machine
G0076	Ἀδάμ	adão	8	0.889	transfer	machine
G1722	ἐν	adão	1	0.111	transfer	machine
G5389	φιλοτιμέομαι	afectuosamente	1	1.000	transfer	machine
G0665	ἀποτρέπω	affasta-te	1	1.000	transfer	machine
G0868	ἀφίστημι	affastava	1	1.000	transfer	machine
G4762	στρέφω	affastou	1	1.000	transfer	machine
G0794	ἄστοργος	affecto	1	1.000	transfer	machine
G0782	ἀσπάζομαι	affectuosamente	1	1.000	transfer	machine
G0794	ἄστοργος	affeição	1	1.000	transfer	machine
G1226	διαβεβαιόομαι	affirmam	1	1.000	transfer	machine
G1340	διϊσχυρίζομαι	affirmava	2	0.667	transfer	machine
G5335	φάσκω	affirmava	1	0.333	transfer	machine
G2553	κακοπαθέω	afflicto	1	1.000	transfer	machine
G2346	θλίβω	afflictos	1	0.500	transfer	machine
G0122	αἴγιος	afflictos	1	0.500	transfer	machine
G2347	θλῖψις	afflicção	7	0.700	transfer	machine
G3421	μνημονεύω	afflicção	1	0.100	transfer	machine
G2561	κάκωσις	afflicção	1	0.100	transfer	machine
G2552	κακοπαθία	afflicção	1	0.100	transfer	machine
G3804	πάθημα	afflicções	7	0.583	transfer	machine
G2347	θλῖψις	afflicções	3	0.250	transfer	machine
G1519	εἰς	afflicções	1	0.083	transfer	machine
G3144	μάρτυρος	afflicções	1	0.083	transfer	machine
G2873	κόπος	affligis	1	1.000	transfer	machine
G3076	λυπέω	affligiu-se	1	1.000	transfer	machine
G0818	ἀτιμάζω	affronta	1	0.500	transfer	machine
G3680	ὀνειδισμός	affronta	1	0.500	transfer	machine
G5195	ὑβρίζω	affrontas	1	1.000	transfer	machine
G0622	ἀπόλλυμι	affrontosa	1	1.000	transfer	machine
G4155	πνίγω	afogaram-se	1	0.500	transfer	machine
G0638	ἀποπνίγω	afogaram-se	1	0.500	transfer	machine
G0013	Ἅγαβος	agabo	2	1.000	transfer	machine
G0028	Ἁγάρ	agar	2	1.000	transfer	machine
G5195	ὑβρίζω	aggravados	1	1.000	transfer	machine
G0091	ἀδικέω	aggravo	3	0.500	transfer	machine
G0092	ἀδίκημα	aggravo	1	0.167	transfer	machine
G5483	χαρίζομαι	aggravo	1	0.167	transfer	machine
G1796	ἐνυβρίζω	aggravo	1	0.167	transfer	machine
G0091	ἀδικέω	aggravámos	1	1.000	transfer	machine
G4682	σπαράσσω	agitando-o	1	1.000	transfer	machine
G0074	ἀγών	agonia	1	1.000	transfer	machine
G3568	νῦν	agora	97	0.618	transfer	machine
G0737	ἄρτι	agora	22	0.140	transfer	machine
G3570	νυνί	agora	13	0.083	transfer	machine
G1161	δέ	agora	6	0.038	transfer	machine
G0846	αὐτός	agora	3	0.019	transfer	machine
G3767	οὖν	agora	2	0.013	transfer	machine
G3063	λοιπὸν	agora	1	0.006	transfer	machine
G3004	λέγω	agora	1	0.006	transfer	machine
G1065	γέ	agora	1	0.006	transfer	machine
G3427	ἐγώ	agora	1	0.006	transfer	machine
G2532	καί	agora	1	0.006	transfer	machine
G2513	καθαρός	agora	1	0.006	transfer	machine
G1204	δεῦρο	agora	1	0.006	transfer	machine
G3739	ὅς	agora	1	0.006	transfer	machine
G0458	ἀνομία	agora	1	0.006	transfer	machine
G3765	οὐκέτι	agora	1	0.006	transfer	machine
G3779	οὕτως	agora	1	0.006	transfer	machine
G4190	πονηρός	agora	1	0.006	transfer	machine
G5213	σύ	agora	1	0.006	transfer	machine
G2064	ἔρχομαι	agora	1	0.006	transfer	machine
G5463	χαίρω	agraciada	1	1.000	transfer	machine
G0701	ἀρεστός	agrada	1	0.500	transfer	machine
G2100	εὐαρεστέω	agrada	1	0.500	transfer	machine
G0700	ἀρέσκω	agradam	1	1.000	transfer	machine
G0699	ἀρεσκεία	agradando-lhe	1	1.000	transfer	machine
G0700	ἀρέσκω	agradar	6	1.000	transfer	machine
G2106	εὐδοκέω	agradaram	2	1.000	transfer	machine
G2100	εὐαρεστέω	agradava	1	1.000	transfer	machine
G3936	παρίστημι	agradaveis	1	0.500	transfer	machine
G2144	εὐπρόσδεκτος	agradaveis	1	0.500	transfer	machine
G2101	εὐάρεστος	agradavel	5	0.417	transfer	machine
G0587	ἀπόδεκτος	agradavel	2	0.167	transfer	machine
G0846	αὐτός	agradavel	1	0.083	transfer	machine
G2144	εὐπρόσδεκτος	agradavel	1	0.083	transfer	machine
G1184	δεκτός	agradavel	1	0.083	transfer	machine
G0741	ἀρτύω	agradavel	1	0.083	transfer	machine
G5278	ὑπομένω	agradavel	1	0.083	transfer	machine
G2102	εὐαρέστως	agradavelmente	1	1.000	transfer	machine
G0700	ἀρέσκω	agrade	1	1.000	transfer	machine
G2170	εὐχάριστος	agradecidos	1	1.000	transfer	machine
G2101	εὐάρεστος	agradem	1	1.000	transfer	machine
G0700	ἀρέσκω	agradou	2	0.500	transfer	machine
G2106	εὐδοκέω	agradou	2	0.500	transfer	machine
G0701	ἀρεστός	agradára	1	1.000	transfer	machine
G0067	Ἀγρίππας	agrippa	11	1.000	transfer	machine
G5204	ὕδωρ	agua	39	0.830	transfer	machine
G3588	ὁ	agua	2	0.043	transfer	machine
G4178	πολλάκις	agua	1	0.021	transfer	machine
G3756	οὐ	agua	1	0.021	transfer	machine
G2532	καί	agua	1	0.021	transfer	machine
G5202	ὑδροποτέω	agua	1	0.021	transfer	machine
G1295	διασῴζω	agua	1	0.021	transfer	machine
G0504	ἄνυδρος	agua	1	0.021	transfer	machine
G0553	ἀπεκδέχομαι	aguardamos	1	0.500	transfer	machine
G4328	προσδοκάω	aguardamos	1	0.500	transfer	machine
G4327	προσδέχομαι	aguardando	1	0.500	transfer	machine
G4328	προσδοκάω	aguardando	1	0.500	transfer	machine
G5204	ὕδωρ	aguas	15	0.882	transfer	machine
G5456	φωνή	aguas	1	0.059	transfer	machine
G2521	κάθημαι	aguas	1	0.059	transfer	machine
G3691	ὀξύς	aguda	7	1.000	transfer	machine
G5067	τέταρτος	aguia	1	0.500	transfer	machine
G0105	ἀετός	aguia	1	0.500	transfer	machine
G0105	ἀετός	aguias	1	1.000	transfer	machine
G2288	θάνατος	aguilhão	1	0.500	transfer	machine
G1161	δέ	aguilhão	1	0.500	transfer	machine
G4314	πρός	aguilhões	1	0.500	transfer	machine
G0846	αὐτός	aguilhões	1	0.500	transfer	machine
G4476	ῥαφίς	agulha	2	1.000	transfer	machine
G3004	λέγω	ah	1	0.500	transfer	machine
G1436	ἔα	ah	1	0.500	transfer	machine
G1563	ἐκεῖ	ahi	4	0.500	transfer	machine
